Organization Name,CID,Column1,Program,Region,Company Website,Address,Address2,Address3,City,State,Zip
"Nova Power, LLC",C011720,"717 Texas Avenue Ste 1000, Houston, TX 77002",FPA (Market Based Rate) Public Utilities,Western,www.calpine.com,717 Texas Avenue,Ste 1000,,Houston,TX,77002
"Novo BioPower, LLC",C003524,"4047 HWY 277 Spur PO Box 2649, Snowflake, AZ 85937",FPA (Market Based Rate) Public Utilities,Western,www.novopower.com,4047 HWY 277 Spur PO Box 2649,,,Snowflake,AZ,85937
"NRG Curtailment Solutions, Inc.",C011064,"804 Carnegie Center, Princeton, NJ 08540-6213",FPA (Market Based Rate) Public Utilities,Western,www.nrgenergy.com,804 Carnegie Center,,,Princeton,NJ,08540-6213
NRG Delta LLC,C001280,"804 Carnegie Center, Princeton, NJ 08540-6213",FPA (Market Based Rate) Public Utilities,Western,www.nrg.com,804 Carnegie Center,,,Princeton,NJ,08540-6213
NRG New Jersey Energy Sales LLC,C000810,"804 Carnegie Center, Princeton, NJ 08540-6213",FPA (Market Based Rate) Public Utilities,Western,www.nrgenergy.com/,804 Carnegie Center,,,Princeton,NJ,08540-6213
NRG Potomac River LLC,C001283,"804 Carnegie Center, Princeton, NJ 08540-6213",FPA (Market Based Rate) Public Utilities,Western,www.nrg.com,804 Carnegie Center,,,Princeton,NJ,08540-6213
NS Power Energy Marketing Inc.,C008929,"1223 Lower Water Street, Halifax, NS B3J 3S8",FPA (Market Based Rate) Public Utilities,Western,www.nspower.ca,1223 Lower Water Street,,,Halifax,NS,B3J 3S8
NSF Chaumont Site 1 LLC,C011292,"c/o Convergent Energy and Power 7 Times Square Tower, Suite 3504, New York, NY 10036",FPA (Market Based Rate) Public Utilities,Western,www.convergentep.com,c/o Convergent Energy and Power,"7 Times Square Tower, Suite 3504",,New York,NY,10036
NSF Chaumont Site 2 LLC,C011293,"Convergent Energy and Power 7 Times Square Tower, Suite 3504, New York, NY 10036",FPA (Market Based Rate) Public Utilities,Western,www.convergentep.com,Convergent Energy and Power,"7 Times Square Tower, Suite 3504",,New York,NY,10036
NSF Chaumont Site 3 LLC,C011294,"Convergent Energy and Power 7 Times Square Tower, Suite 3504, New York, NY 10036",FPA (Market Based Rate) Public Utilities,Western,www.convergentep.com,Convergent Energy and Power,"7 Times Square Tower, Suite 3504",,New York,NY,10036
NSF Chaumont Site 4 LLC,C011295,"Convergent Energy and Power 7 Times Square Tower, Suite 3504, New York, NY 10036",FPA (Market Based Rate) Public Utilities,Western,www.convergentep.com,Convergent Energy and Power,"7 Times Square Tower, Suite 3504",,New York,NY,10036
NSF Chaumont Site 5 LLC,C011296,"Convergent Energy and Power 7 Times Square Tower, Suite 3504, New York, NY 10036",FPA (Market Based Rate) Public Utilities,Western,www.convergentep.com,Convergent Energy and Power,"7 Times Square Tower, Suite 3504",,New York,NY,10036
"NTE Southeast Electric Company, LLC",C010132,"24 Cathedral Place Suite 600, Saint Augustine, FL 32084",FPA (Market Based Rate) Public Utilities,Western,www.nteenergy.com/,24 Cathedral Place,Suite 600,,Saint Augustine,FL,32084
"nTherm,LLC",C009066,"1430 Larimer St #302, Denver, CO 80202",FPA (Market Based Rate) Public Utilities,Western,www.ntherm.com,1430 Larimer St #302,,,Denver,CO,80202
Number Three Wind LLC,C011470,"One South Wacker Drive, Suite 1800, Chicago, IL 60606",FPA (Market Based Rate) Public Utilities,Western,www.invenergy.com,"One South Wacker Drive, Suite 1800",,,Chicago,IL,60606
Nylon Corporation of America,C008780,"333 Sundial Avenue, Manchester, NH 03103",FPA (Market Based Rate) Public Utilities,Western,www.felpower.com/nyloncorporationofamerica/,333 Sundial Avenue,,,Manchester,NH,03103
"NYSEG Solutions, LLC",C001147,"12 Greenway Plaza Suite 250, Houston, TX 77046",FPA (Market Based Rate) Public Utilities,Western,www.nysegsolutions.com,12 Greenway Plaza,Suite 250,,Houston,TX,77046
"O.L.S. Energy-Agnews, Inc.",C003120,"717 Texas Avenue Suite 1000, Houston, TX 77002",FPA (Market Based Rate) Public Utilities,Western,www.calpine.com,717 Texas Avenue,Suite 1000,,Houston,TX,77002
"Oak Creek Wind Power, LLC",C002061,"565 Fifth Ave. 27th Floor, New York, NY 10017",FPA (Market Based Rate) Public Utilities,Western,www.terra-genpower.com,565 Fifth Ave.,27th Floor,,New York,NY,10017
Oak Leaf Solar 100 LLC,C012213,"c/o Greenbacker Renewable Energy Corporation 230 Park Avenue, Suite 1560, New York, NY 10169",FPA (Market Based Rate) Public Utilities,Western,www.greenbackercapital.com,c/o Greenbacker Renewable Energy Corporation,"230 Park Avenue, Suite 1560",,New York,NY,10169
Oak Leaf Solar 56 LLC,C012215,"c/o Greenbacker Renewable Energy Corporation 230 Park Ave, Suite 1560, New York, NY 10169",FPA (Market Based Rate) Public Utilities,Western,www.greenbackercapital.com,c/o Greenbacker Renewable Energy Corporation,"230 Park Ave, Suite 1560",,New York,NY,10169
Oak Leaf Solar XVIII LLC,C012210,"c/o Greenbacker Renewable Energy Corporation 230 Park Avenue, Suite 1560, New York, NY 10169",FPA (Market Based Rate) Public Utilities,Western,greenbackercapital.com,c/o Greenbacker Renewable Energy Corporation,"230 Park Avenue, Suite 1560",,New York,NY,10169
Oak Leaf Solar XXII LLC,C012211,"c/o Greenbacker Renewable Energy Corporation 230 Park Ave, Suite 1560, New York, NY 10169",FPA (Market Based Rate) Public Utilities,Western,greenbackercapital.com,c/o Greenbacker Renewable Energy Corporation,"230 Park Ave, Suite 1560",,New York,NY,10169
Oak Leaf Solar XXVI LLC,C012212,"c/o Greenbacker Renewable Energy Corporation 230 Park Ave, Suite 1560, New York, NY 10169",FPA (Market Based Rate) Public Utilities,Western,www.greenbackercapital.com,c/o Greenbacker Renewable Energy Corporation,"230 Park Ave, Suite 1560",,New York,NY,10169
"Oak Lessee, LLC",C011855,"595 Summer Street, Stamford, CT 06901",FPA (Market Based Rate) Public Utilities,Western,https://www.sunenergy1.com/,595 Summer Street,,,Stamford,CT,06901
"Oak Ridge Solar, LLC",C011925,"2180 South 1300 East, Suite 500, Salt Lake City, UT 84106",FPA (Market Based Rate) Public Utilities,Western,www.aes.com,"2180 South 1300 East, Suite 500",,,Salt Lake City,UT,84106
"Oak Solar, LLC",C011711,"c/o SunEnergy 1, LLC Corp. Office 595 Summer St., Stamford, CT 06901",FPA (Market Based Rate) Public Utilities,Western,https://www.sunenergy1.com/,"c/o SunEnergy 1, LLC Corp. Office",595 Summer St.,,Stamford,CT,06901
"Oak Trail Solar, LLC",C011717,"6688 North Central Expressway Suite 500, Dallas, TX 75206",FPA (Market Based Rate) Public Utilities,Western,www.leewardenergy.com,6688 North Central Expressway,Suite 500,,Dallas,TX,75206
"Oasis Alta, LLC",C010407,"437 Madison Avenue 22nd Floor, Suite A, New York, NY 10022",FPA (Market Based Rate) Public Utilities,Western,www.terra-gen.com,437 Madison Avenue,"22nd Floor, Suite A",,New York,NY,10022
"Oasis Power Partners, LLC",C001668,"437 Madison Avenue 22nd Floor, Suite A, New York, NY 10022",FPA (Market Based Rate) Public Utilities,Western,www.terra-gen.com,437 Madison Avenue,"22nd Floor, Suite A",,New York,NY,10022
"Oasis Power, LLC",C004912,"12140 Wickchester Lane STE 100, Houston, TX 77079",FPA (Market Based Rate) Public Utilities,Western,www.oasisenergy.com,12140 Wickchester Lane,STE 100,,Houston,TX,77079
Occidental Chemical Corporation,C000611,"5005 LBJ Freeway Suite 2200, Dallas, TX 75244-6119",FPA (Market Based Rate) Public Utilities,Western,www.oxychem.com,5005 LBJ Freeway,Suite 2200,,Dallas,TX,75244-6119
"Occidental Power Marketing, L.P.",C000609,"5 Greenway Plaza Suite 110, Houston, TX 77046-0506",FPA (Market Based Rate) Public Utilities,Western,www.oxy.com,5 Greenway Plaza,Suite 110,,Houston,TX,77046-0506
"Occidental Power Services, Inc.",C000610,"5 Greenway Plaza Suite 110, Houston, TX 77046-0506",FPA (Market Based Rate) Public Utilities,Western,www.oxy.com,5 Greenway Plaza,Suite 110,,Houston,TX,77046-0506
"Ocean State BTM, LLC",C010550,"401 Edgewater Place Suite 105, Wakefield, MA 01880",FPA (Market Based Rate) Public Utilities,Western,www.agilitasenergy.com,401 Edgewater Place,Suite 105,,Wakefield,MA,01880
Ocean State Power II,C001907,"110 Turnpike Road, Suite 203, Westborough, MA 01581",FPA (Market Based Rate) Public Utilities,Western,www.transcanada.com/powermarketing.html,"110 Turnpike Road, Suite 203",,,Westborough,MA,01581
Ocean State Power LLC,C001906,"1700 Broadway, 35thFloor, New York, NY 10019",FPA (Market Based Rate) Public Utilities,Western,www.lspower.com,"1700 Broadway, 35thFloor",,,New York,NY,10019
Oceanside Power LLC,C002616,"12 Rustic Trail, Flemington, NJ 08822-5550",FPA (Market Based Rate) Public Utilities,Western,www.oceansidepower.com,12 Rustic Trail,,,Flemington,NJ,08822-5550
Ocotillo Express LLC,C003235,"1088 Sansome Street, San Francisco, CA 94111",FPA (Market Based Rate) Public Utilities,Western,www.patternenergy.com,1088 Sansome Street,,,San Francisco,CA,94111
Ocotillo Solar LLC,C011761,"2925 Richmond Avenue Suite 1100, Houston, TX 77098",FPA (Market Based Rate) Public Utilities,Western,https://www.vitol.com/,2925 Richmond Avenue Suite 1100,,,Houston,TX,77098
Octopus Energy LLC,C011099,"2700 Post Oak Blvd Floor 21, Houston, TX 77056",FPA (Market Based Rate) Public Utilities,Western,www.octopusenergy.com,2700 Post Oak Blvd,Floor 21,,Houston,TX,77056
Odom Solar LLC,C010718,"222 Second Avenue S. Suite #1900, Nashville, TN 37201",FPA (Market Based Rate) Public Utilities,Western,www.siliconranch.com,222 Second Avenue S.,Suite #1900,,Nashville,TN,37201
"Odyssey Solar, LLC",C007606,"c/o Pine Gate Renewables LLC 130 Roberts Street, Asheville, NC 28801",FPA (Market Based Rate) Public Utilities,Western,https://pinegaterenewables.com/,c/o Pine Gate Renewables LLC,130 Roberts Street,,Asheville,NC,28801
"OhmConnect, Inc.",C010403,"2201 Broadway Suite 702, Oakland, CA 94612",FPA (Market Based Rate) Public Utilities,Western,www.ohmconnect.com,2201 Broadway,Suite 702,,Oakland,CA,94612
Oiko Energy Inc,C012104,"169 Chemin Mont Echo, Lac Brome, QC J0E 1V0",FPA (Market Based Rate) Public Utilities,Western,oiko.ca,169 Chemin Mont Echo,,,Lac Brome,QC,J0E 1V0
Oildale Energy LLC,C004901,"2420 Camino Ramon Suite 101, San Ramon, CA 94583",FPA (Market Based Rate) Public Utilities,Western,www.enpowercorp.com,2420 Camino Ramon Suite 101,,,San Ramon,CA,94583
"Oklahoma Cogeneration, LLC",C002643,"10900 Hefner Pointe Drive, Suite 400, Oklahoma City, OK 73120",FPA (Market Based Rate) Public Utilities,Western,www.smithcogen.com/proj_powersmith.html,"10900 Hefner Pointe Drive, Suite 400",,,Oklahoma City,OK,73120
"Old Gold Energy Center, LLC",C011694,"1495 Canyon Blvd, Ste 235, Boulder, CO 80302",FPA (Market Based Rate) Public Utilities,Western,https://www.peregrineenergysolutions.com/,"1495 Canyon Blvd, Ste 235",,,Boulder,CO,80302
"Old Middleboro Road Solar, LLC",C011143,"401 Edgewater Place, Suite 105, Wakefield, MA 01880",FPA (Market Based Rate) Public Utilities,Western,https://agilitasenergy.com/,"401 Edgewater Place, Suite 105",,,Wakefield,MA,01880
"Old Trail Wind Farm, LLC",C001075,"1501 McKinney Street Suite 1300, Houston, TX 77010",FPA (Market Based Rate) Public Utilities,Western,www.edpr.com,1501 McKinney Street,Suite 1300,,Houston,TX,77010
Omaha Public Power District,C004412,"444 S 16th St Mall, Omaha, NE 68102",FPA (Market Based Rate) Public Utilities,Western,www.oppd.com,444 S 16th St Mall,,,Omaha,NE,68102
ON Wind Energy LLC,C004536,"1050 Thomas Jefferson St., NW Suite 700, Washington, DC 20007",FPA (Market Based Rate) Public Utilities,Western,www.vnf.com,"1050 Thomas Jefferson St., NW",Suite 700,,Washington,DC,20007
"One Nation Energy Solutions, LLC",C002615,"4404 Blossom Street, Houston, TX 77007",FPA (Market Based Rate) Public Utilities,Western,www.onenationenergy.com,4404 Blossom Street,,,Houston,TX,77007
"ONEOK Energy Services Company, L.P.",C002663,"100 W. 5th Street, Tulsa, OK 74103-4298",FPA (Market Based Rate) Public Utilities,Western,www.oneok.com/About/ONEOKCompanies/ONEOKEnergyServices.aspx,100 W. 5th Street,,,Tulsa,OK,74103-4298
ONGP LLC,C008766,"6140 Plumas Street, Reno, NV 89519",FPA (Market Based Rate) Public Utilities,Western,www.ormat.com,6140 Plumas Street,,,Reno,NV,89519
"OnPoint Energy Illinois, LLC",C011667,"200 Clarendon Street 55th Floor, Boston, MA 02116",FPA (Market Based Rate) Public Utilities,Western,www.arclight.com,200 Clarendon Street,55th Floor,,Boston,MA,02116
"OnPoint Energy Northeast, LLC",C011668,"200 Clarendon Street 55th Floor, Boston, MA 02116",FPA (Market Based Rate) Public Utilities,Western,www.arclight.com,200 Clarendon Street,55th Floor,,Boston,MA,02116
"OnPoint Energy Ohio, LLC",C011666,"200 Clarendon Street 55th Floor, Boston, MA 02116",FPA (Market Based Rate) Public Utilities,Western,www.arclight.com,200 Clarendon Street,55th Floor,,Boston,MA,02116
"Ontario Power Generation Energy Trading, Inc.",C001343,"Ontario Power Generation, Attn: Brenda MacDonald 700 University Ave., Suite H18 G1, Toronto, ON M5G 1X6",FPA (Market Based Rate) Public Utilities,Western,www.opg.com,"Ontario Power Generation, Attn: Brenda MacDonald","700 University Ave., Suite H18 G1",,Toronto,ON,M5G 1X6
"Ontelaunee Power Operating Company, LLC",C000735,"Vistra Corp. 6555 Sierra Drive, Irving, TX 75039",FPA (Market Based Rate) Public Utilities,Western,www.vistracorp.com,Vistra Corp.,6555 Sierra Drive,,Irving,TX,75039
"Optimum Power Investments, LLC",C007579,"230 WEST ST. STE 375, COLUMBUS,OH, OH 43215",FPA (Market Based Rate) Public Utilities,Western,www.vorys.com,230 WEST ST.,STE 375,,"COLUMBUS,OH",OH,43215
"Oracle Energy Services, LLC",C002254,"208 N. Market St., Suite 300, Dallas, TX 75202",FPA (Market Based Rate) Public Utilities,Western,www.lockelord.com,"208 N. Market St., Suite 300",,,Dallas,TX,75202
Orange County Energy Storage 2 LLC,C010789,"7 Times Square Tower Suite 3504, New York, NY 10036",FPA (Market Based Rate) Public Utilities,Western,convergentep.com,7 Times Square Tower,Suite 3504,,New York,NY,10036
Orange County Energy Storage 3 LLC,C010790,"7 Times Square Tower Suite 3504, New York, NY 10036",FPA (Market Based Rate) Public Utilities,Western,convergentep.com,7 Times Square Tower,Suite 3504,,New York,NY,10036
"Orange Grove Energy, L.P.",C001287,"35435 Pala Del Norte Rd., Pala, CA 92059",FPA (Market Based Rate) Public Utilities,Western,www.jpowerusa.com,35435 Pala Del Norte Rd.,,,Pala,CA,92059
Orangeville Energy Storage LLC,C010950,"One South Wacker Drive Suite 1800, Chicago, IL 60606",FPA (Market Based Rate) Public Utilities,Western,www.invenergy.com,One South Wacker Drive,Suite 1800,,Chicago,IL,60606
"Oregon Clean Energy, LLC",C005347,"c/o Ares EIF Management, LLC Three Charles River Place, 63 Kendrick Street, Needham, MA 02494",FPA (Market Based Rate) Public Utilities,Western,www.aresmgmt.com,"c/o Ares EIF Management, LLC","Three Charles River Place, 63 Kendrick Street",,Needham,MA,02494
"Oregon Trail Wind Park, LLC",C002135,"c/o MIC Global Services 5201 Tennyson Parkway, Suite 150, Plano, TX 75024",FPA (Market Based Rate) Public Utilities,Western,www.micglobalservices.com,c/o MIC Global Services,"5201 Tennyson Parkway, Suite 150",,Plano,TX,75024
OriGen Energy LLC,C003577,"203 South 7th Street, Beasley, TX 77417",FPA (Market Based Rate) Public Utilities,Western,www.spgenergy.com,203 South 7th Street,,,Beasley,TX,77417
"Origin Wind Energy, LLC",C004597,"100 Brickstone Sq., Ste 300, Andover, MA 01810",FPA (Market Based Rate) Public Utilities,Western,www.enelgreenpower.com,"100 Brickstone Sq., Ste 300",,,Andover,MA,01810
"Orlando CoGen Limited, L.P.",C001425,"2929 Allen Parkway, Houston, TX 77019",FPA (Market Based Rate) Public Utilities,Western,www.nsgen.net,2929 Allen Parkway,,,Houston,TX,77019
Ormat Cove Fort LLC,C003898,"6140 Plumas Street, Reno, NV 89519",FPA (Market Based Rate) Public Utilities,Western,ormat.com,6140 Plumas Street,,,Reno,NV,89519
Ormat Stillwater LLC,C002612,"6140 Plumas Street, Reno, NV 89519",FPA (Market Based Rate) Public Utilities,Western,ormat.com,6140 Plumas Street,,,Reno,NV,89519
Ormat Stillwater Solar LLC,C002807,"6140 Plumas Street, Reno, NV 89519",FPA (Market Based Rate) Public Utilities,Western,ormat.com,6140 Plumas Street,,,Reno,NV,89519
Ormat Stillwater Solar PV II LLC,C008779,"6140 Plumas Street, Reno, NV 89519",FPA (Market Based Rate) Public Utilities,Western,ormat.com,6140 Plumas Street,,,Reno,NV,89519
Ormesa LLC,C008823,"6140 Plumas Street, Reno, NV 89519",FPA (Market Based Rate) Public Utilities,Western,www.ormat.com,6140 Plumas Street,,,Reno,NV,89519
"Ormond Beach Power, LLC",C010657,"1360 Post Oak Blvd., Houston, TX 77056",FPA (Market Based Rate) Public Utilities,Western,www.genon.com,1360 Post Oak Blvd.,,,Houston,TX,77056
ORNI 14 LLC,C002492,"6140 Plumas Street, Reno, NV 89519",FPA (Market Based Rate) Public Utilities,Western,ormat.com,6140 Plumas Street,,,Reno,NV,89519
ORNI 18 LLC,C000928,"6140 Plumas Street, Reno, NV 89519",FPA (Market Based Rate) Public Utilities,Western,ormat.com,6140 Plumas Street,,,Reno,NV,89519
ORNI 34 LLC,C010793,"6140 Plumas Street, Reno, NV 89519",FPA (Market Based Rate) Public Utilities,Western,www.ormat.com,6140 Plumas Street,,,Reno,NV,89519
ORNI 36 LLC,C011795,"6140 Plumas Street, Reno, NV 89519",FPA (Market Based Rate) Public Utilities,Western,www.ormat.com,6140 Plumas Street,,,Reno,NV,89519
ORNI 37 LLC,C004905,"6140 Plumas Street, Reno, NV 89519",FPA (Market Based Rate) Public Utilities,Western,www.ormat.com,6140 Plumas Street,,,Reno,NV,89519
ORNI 39 LLC,C002473,"6140 Plumas Street, Reno, NV 89519",FPA (Market Based Rate) Public Utilities,Western,ormat.com,6140 Plumas Street,,,Reno,NV,89519
ORNI 41 LLC,C009063,"6140 Plumas Street, Reno, NV 89519",FPA (Market Based Rate) Public Utilities,Western,www.ormat.com,6140 Plumas Street,,,Reno,NV,89519
ORNI 43 LLC,C008765,"6140 Plumas Street, Reno, NV 89519",FPA (Market Based Rate) Public Utilities,Western,www.ormat.com,6140 Plumas Street,,,Reno,NV,89519
ORNI 47 LLC,C003587,"6140 Plumas Street, Reno, NV 89519",FPA (Market Based Rate) Public Utilities,Western,www.ormat.com,6140 Plumas Street,,,Reno,NV,89519
ORNI 50 LLC,C011580,"6140 Plumas Street, Reno, NV 89519",FPA (Market Based Rate) Public Utilities,Western,https://www.ormat.com/en/home/a/main/,6140 Plumas Street,,,Reno,NV,89519
Orsted US Trading LLC,C010503,"410 North Michigan Ave. Suite 510, Chicago, IL 60611-4255",FPA (Market Based Rate) Public Utilities,Western,https://orsted.com/,410 North Michigan Ave.,Suite 510,,Chicago,IL,60611-4255
"Ortega Grid, LLC",C011741,"621 W Randolph St, Chicago, IL 60661",FPA (Market Based Rate) Public Utilities,Western,www.hecategrid.com,621 W Randolph St,,,Chicago,IL,60661
"Osage Wind, LLC",C002465,"100 Brickstone Square, Ste 300, Andover, MA 01810",FPA (Market Based Rate) Public Utilities,Western,www.enelgreenpower.com/,"100 Brickstone Square, Ste 300",,,Andover,MA,01810
